"holding_id","holding_name","holding_ticker","weight","parent_id","parent_name","parent_ticker","parent_weight","weight_on_parent"
1211,"Verizon Communications Inc.","VZ",0.0020012358159664707,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0046784957905843
1192,"United Parcel Service, Inc. Class B","UPS",0.0019836416532394647,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0046373640980569
1189,"Bristol-Myers Squibb Company","BMY",0.0019405897045546116,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0045367171082861
1152,"AbbVie, Inc.","ABBV",0.0019325907295194035,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0045180170776687
1136,"Caterpillar Inc.","CAT",0.0019229463124443037,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0044954703271416
1309,"EOG Resources, Inc.","EOG",0.0018785023033089305,110,"Avantis U.S. Large Cap Value ETF","AVLV",0.1505871363536,0.012474520392618
1169,"Deere & Company","DE",0.0018782884228466142,110,"Avantis U.S. Large Cap Value ETF","AVLV",0.1505871363536,0.012473100082308
1169,"Deere & Company","DE",0.0018751172214078328,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0043836553179876
1260,"Union Pacific Corporation","UNP",0.0018664264000171021,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.004363337886644
1155,"American Tower Corporation","AMT",0.001850088408067067,112,"Avantis Real Estate ETF","AVRE",0.029986611448654,0.061697148116751
1210,"AT&T Inc.","T",0.0018126844970404485,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0042376998859405
1276,"ConocoPhillips","COP",0.0018063687782595662,110,"Avantis U.S. Large Cap Value ETF","AVLV",0.1505871363536,0.011995505207151
1131,"PepsiCo, Inc.","PEP",0.0017820542171622495,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0041660923150929
1145,"Bank of America Corp","BAC",0.0017599726725368284,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0041144700061399
1189,"Bristol-Myers Squibb Company","BMY",0.001740056704815699,110,"Avantis U.S. Large Cap Value ETF","AVLV",0.1505871363536,0.011555148380867
1517,"Alphabet Inc. Class A","GOOGL",0.0017219307500005655,110,"Avantis U.S. Large Cap Value ETF","AVLV",0.1505871363536,0.011434779833765
1186,"Freeport-McMoRan, Inc.","FCX",0.0017196404316467747,110,"Avantis U.S. Large Cap Value ETF","AVLV",0.1505871363536,0.011419570577455
15512,"Samsung Electronics Co., Ltd. Sponsored GDR",NULL,0.0017151686983940177,104,"Avantis Emerging Markets Equity ETF","AVEM",0.064155970774772,0.026734358122572
1137,"Procter & Gamble Company","PG",0.0016812439836174362,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0039304178136052
1156,"Walmart Inc.","WMT",0.0016565448701439806,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0038726761434358
1255,"Wells Fargo & Company","WFC",0.0016538681513282969,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.003866418501227
1149,"Applied Materials, Inc.","AMAT",0.0016441965147775091,110,"Avantis U.S. Large Cap Value ETF","AVLV",0.1505871363536,0.010918572160883
1664,"Devon Energy Corporation","DVN",0.0015838772096010145,110,"Avantis U.S. Large Cap Value ETF","AVLV",0.1505871363536,0.010518011351792
1171,"Comcast Corporation Class A","CMCSA",0.001563868477093901,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0036560169614883
1540,"Goldman Sachs Group, Inc.","GS",0.0015599805711412433,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0036469278019357
1272,"Marathon Petroleum Corporation","MPC",0.0015286549457784752,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0035736946500863
1309,"EOG Resources, Inc.","EOG",0.0015273876608338669,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0035707319871
1149,"Applied Materials, Inc.","AMAT",0.0015188558848636708,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.003550786372673
1331,"Nucor Corporation","NUE",0.0015184833801305208,110,"Avantis U.S. Large Cap Value ETF","AVLV",0.1505871363536,0.010083752283893
1144,"CSX Corporation","CSX",0.0015168513641702235,110,"Avantis U.S. Large Cap Value ETF","AVLV",0.1505871363536,0.010072914598817
1197,"Coca-Cola Company","KO",0.0015074261106032129,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0035240658081407
1256,"QUALCOMM Incorporated","QCOM",0.0015068628040309725,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0035227489081502
1116,"Alphabet Inc. Class C","GOOG",0.0015012656899826271,110,"Avantis U.S. Large Cap Value ETF","AVLV",0.1505871363536,0.0099694152258626
1285,"Lam Research Corporation","LRCX",0.0014922266905860902,110,"Avantis U.S. Large Cap Value ETF","AVLV",0.1505871363536,0.0099093901824531
1256,"QUALCOMM Incorporated","QCOM",0.0014853537258254638,110,"Avantis U.S. Large Cap Value ETF","AVLV",0.1505871363536,0.0098637490677666
16487,"BP p.l.c. Sponsored ADR","BP",0.0014808650138156219,109,"Avantis International Large Cap Value ETF","AVIV",0.055008107886978,0.026920849865592
1154,"TJX Companies Inc","TJX",0.001467017381468432,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0034295981458834
44,"Tencent Holdings Ltd.",NULL,0.0014628873470770025,104,"Avantis Emerging Markets Equity ETF","AVEM",0.064155970774772,0.022802045225263
1272,"Marathon Petroleum Corporation","MPC",0.0014488290631736922,110,"Avantis U.S. Large Cap Value ETF","AVLV",0.1505871363536,0.0096212007098112
1151,"Broadcom Inc.","AVGO",0.0014477861137383587,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0033846392237989
1133,"T-Mobile US, Inc.","TMUS",0.0014439009402997542,110,"Avantis U.S. Large Cap Value ETF","AVLV",0.1505871363536,0.0095884746550281
15380,"Alibaba Group Holding Limited Sponsored ADR","BABA",0.001435926495480187,104,"Avantis Emerging Markets Equity ETF","AVEM",0.064155970774772,0.022381806060128
16485,"Shell Plc Sponsored ADR","RDS.A",0.0013956665495004608,109,"Avantis International Large Cap Value ETF","AVIV",0.055008107886978,0.025372015201251
1153,"Morgan Stanley","MS",0.0013938425649344308,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0032585298148053
1273,"Regeneron Pharmaceuticals, Inc.","REGN",0.0013896095658893575,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0032486338954659
1205,"Travelers Companies, Inc.","TRV",0.001383349455073242,110,"Avantis U.S. Large Cap Value ETF","AVLV",0.1505871363536,0.0091863720140407
1186,"Freeport-McMoRan, Inc.","FCX",0.0013816558432771953,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0032300396561146
1204,"Humana Inc.","HUM",0.0013765180995842369,110,"Avantis U.S. Large Cap Value ETF","AVLV",0.1505871363536,0.00914100721294
1143,"Accenture Plc Class A","ACN",0.0013758810181302922,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0032165392505524
1154,"TJX Companies Inc","TJX",0.001355746235404227,110,"Avantis U.S. Large Cap Value ETF","AVLV",0.1505871363536,0.0090030680457376
1153,"Morgan Stanley","MS",0.0013539047703847644,110,"Avantis U.S. Large Cap Value ETF","AVLV",0.1505871363536,0.0089908394778529
1188,"Netflix, Inc.","NFLX",0.001312556276577999,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.003068498457744
1285,"Lam Research Corporation","LRCX",0.001281376218390674,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0029956056133247
1204,"Humana Inc.","HUM",0.0012811176212577146,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0029950010640815
1594,"Valero Energy Corporation","VLO",0.0012683871277039595,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0029652396736306
1164,"FedEx Corporation","FDX",0.001264534137527423,110,"Avantis U.S. Large Cap Value ETF","AVLV",0.1505871363536,0.0083973582880155
1300,"Ford Motor Company","F",0.0012583346186705816,110,"Avantis U.S. Large Cap Value ETF","AVLV",0.1505871363536,0.0083561893076699
1144,"CSX Corporation","CSX",0.0012558883673793391,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0029360200298986
1540,"Goldman Sachs Group, Inc.","GS",0.0012509102461442329,110,"Avantis U.S. Large Cap Value ETF","AVLV",0.1505871363536,0.0083068864740672
2,"Novo Nordisk A/S Sponsored ADR Class B","NVO",0.0012444849358080328,102,"Avantis International Equity ETF","AVDE",0.10912905786389,0.011403790705865
1595,"Phillips 66","PSX",0.0012426772554622431,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0029051350482288
1605,"Moderna, Inc.","MRNA",0.0012365367431327505,110,"Avantis U.S. Large Cap Value ETF","AVLV",0.1505871363536,0.0082114367340726
1259,"Vertex Pharmaceuticals Incorporated","VRTX",0.0012334776002552092,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0028836280634859
1261,"Intel Corporation","INTC",0.0012249808017411245,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0028637642194729
1245,"Booking Holdings Inc.","BKNG",0.001212629240028998,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.00283488869715
1279,"Micron Technology, Inc.","MU",0.0012121944434421526,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0028338722282336
1248,"Amgen Inc.","AMGN",0.0012061853650120198,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0028198241845616
1126,"Elevance Health, Inc.","ELV",0.0012060078587057407,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0028194092097245
1435,"Dow, Inc.","DOW",0.0012030379063980685,110,"Avantis U.S. Large Cap Value ETF","AVLV",0.1505871363536,0.0079889818979834
1183,"Citigroup Inc.","C",0.001199778354299037,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0028048458534665
1310,"Ameriprise Financial, Inc.","AMP",0.0011960781282796017,110,"Avantis U.S. Large Cap Value ETF","AVLV",0.1505871363536,0.0079427642841354
1133,"T-Mobile US, Inc.","TMUS",0.0011893782243131159,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0027805323947664
1266,"Automatic Data Processing, Inc.","ADP",0.0011851272837178105,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0027705945316108
1123,"Linde plc","LIN",0.0011836906230466898,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.002767235901484
1369,"Tractor Supply Company","TSCO",0.0011793614713166522,110,"Avantis U.S. Large Cap Value ETF","AVLV",0.1505871363536,0.0078317544238795
1280,"Equinix, Inc.","EQIX",0.0011740221510137061,112,"Avantis Real Estate ETF","AVRE",0.029986611448654,0.039151544449228
1136,"Caterpillar Inc.","CAT",0.0011691053598395598,110,"Avantis U.S. Large Cap Value ETF","AVLV",0.1505871363536,0.0077636469365772
1120,"Lockheed Martin Corporation","LMT",0.0011690968113283687,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0027331184395897
1440,"Hess Corporation","HES",0.001162885732979851,110,"Avantis U.S. Large Cap Value ETF","AVLV",0.1505871363536,0.0077223444255506
1164,"FedEx Corporation","FDX",0.0011598225580521455,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0027114370592309
1440,"Hess Corporation","HES",0.0011545824664492342,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0026991867555381
1412,"Ulta Beauty Inc.","ULTA",0.0011529258131556617,110,"Avantis U.S. Large Cap Value ETF","AVLV",0.1505871363536,0.0076562038502972
1187,"NIKE, Inc. Class B","NKE",0.0011522734850290236,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0026937888110436
1427,"Norfolk Southern Corporation","NSC",0.0011507764772671213,110,"Avantis U.S. Large Cap Value ETF","AVLV",0.1505871363536,0.0076419308125027
1401,"ONEOK, Inc.","OKE",0.0011489612893046644,110,"Avantis U.S. Large Cap Value ETF","AVLV",0.1505871363536,0.0076298767419731
1279,"Micron Technology, Inc.","MU",0.001148067094106469,110,"Avantis U.S. Large Cap Value ETF","AVLV",0.1505871363536,0.0076239386836512
1209,"Kroger Co.","KR",0.0011477014860485453,110,"Avantis U.S. Large Cap Value ETF","AVLV",0.1505871363536,0.0076215107999237
1314,"Occidental Petroleum Corporation","OXY",0.0011292161897266655,110,"Avantis U.S. Large Cap Value ETF","AVLV",0.1505871363536,0.0074987559832143
1172,"Abbott Laboratories","ABT",0.0011276865767487598,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0026363094545505
1142,"Pioneer Natural Resources Company","PXD",0.0011264274798513268,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0026333659336083
1140,"Progressive Corporation","PGR",0.0011213323190250772,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0026214544495704
1331,"Nucor Corporation","NUE",0.0011071214448424085,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.002588232220329
1382,"W.W. Grainger, Inc.","GWW",0.001101387628961508,110,"Avantis U.S. Large Cap Value ETF","AVLV",0.1505871363536,0.0073139555982743
1600,"General Motors Company","GM",0.0010848062801398837,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0025360637535776
1600,"General Motors Company","GM",0.0010807019601331495,110,"Avantis U.S. Large Cap Value ETF","AVLV",0.1505871363536,0.0071765888262561
1375,"Old Dominion Freight Line, Inc.","ODFL",0.0010800169215025956,110,"Avantis U.S. Large Cap Value ETF","AVLV",0.1505871363536,0.0071720397084022
31,"BHP Group Ltd Sponsored American Depositary Receipt Repr 2 Shs","BHP",0.0010569308229595562,109,"Avantis International Large Cap Value ETF","AVIV",0.055008107886978,0.019214091586847
1300,"Ford Motor Company","F",0.0010566383399534607,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0024702126487052
1277,"Discover Financial Services","DFS",0.0010563834716607735,110,"Avantis U.S. Large Cap Value ETF","AVLV",0.1505871363536,0.0070150976852381
1156,"Walmart Inc.","WMT",0.0010545791341886501,110,"Avantis U.S. Large Cap Value ETF","AVLV",0.1505871363536,0.0070031156692717
1605,"Moderna, Inc.","MRNA",0.0010394844736609714,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0024301102826565
1205,"Travelers Companies, Inc.","TRV",0.0010369079557269857,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0024240868904044
1176,"Costco Wholesale Corporation","COST",0.0010364390878887832,110,"Avantis U.S. Large Cap Value ETF","AVLV",0.1505871363536,0.006882653545221
1803,"Steel Dynamics, Inc.","STLD",0.0010292682472904545,110,"Avantis U.S. Large Cap Value ETF","AVLV",0.1505871363536,0.0068350343343643
1158,"Diamondback Energy, Inc.","FANG",0.0010276140161305607,110,"Avantis U.S. Large Cap Value ETF","AVLV",0.1505871363536,0.0068240491254019
1544,"American Express Company","AXP",0.0010271440957528304,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.002401260905868
1595,"Phillips 66","PSX",0.001026277031292425,110,"Avantis U.S. Large Cap Value ETF","AVLV",0.1505871363536,0.0068151706456691
16485,"Shell Plc Sponsored ADR","RDS.A",0.0010176633917240575,102,"Avantis International Equity ETF","AVDE",0.10912905786389,0.0093253200535583
1200,"Capital One Financial Corp","COF",0.001016188078695281,110,"Avantis U.S. Large Cap Value ETF","AVLV",0.1505871363536,0.0067481732059047
1310,"Ameriprise Financial, Inc.","AMP",0.0010148207824842515,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.002372451422851
1446,"Biogen Inc.","BIIB",0.0010144848724772818,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0023716661313121
1435,"Dow, Inc.","DOW",0.0010137167668176326,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0023698704513294
1524,"Roche Holding Ltd Dividend Right Cert.",NULL,0.0009983327677225747,102,"Avantis International Equity ETF","AVDE",0.10912905786389,0.0091481846106262
1664,"Devon Energy Corporation","DVN",0.0009968169524085593,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0023303620086243
1314,"Occidental Petroleum Corporation","OXY",0.0009828999837848441,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0022978268727826
1427,"Norfolk Southern Corporation","NSC",0.0009818400562933453,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0022953489707444
1425,"Hartford Financial Services Group, Inc.","HIG",0.0009811172449371345,110,"Avantis U.S. Large Cap Value ETF","AVLV",0.1505871363536,0.0065152792509005
1275,"Target Corporation","TGT",0.0009746461172029091,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0022785309558539
1671,"ON Semiconductor Corporation","ON",0.0009720408719299624,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0022724404047326
1181,"Adobe Incorporated","ADBE",0.000965409680700444,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0022569379836754
1303,"Crown Castle Inc.","CCI",0.0009533187671482416,112,"Avantis Real Estate ETF","AVRE",0.029986611448654,0.031791480300487
1375,"Old Dominion Freight Line, Inc.","ODFL",0.0009504677631055459,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0022220067186974
1520,"LVMH Moet Hennessy Louis Vuitton SE",NULL,0.0009433684061330068,102,"Avantis International Equity ETF","AVDE",0.10912905786389,0.0086445207591695
NULL,NULL,NULL,0.00093814439404157,NULL,NULL,NULL,0.00093814439404157,NULL
1201,"Charles Schwab Corp","SCHW",0.0009372792103546203,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0021911744759218
1671,"ON Semiconductor Corporation","ON",0.000933281881774976,110,"Avantis U.S. Large Cap Value ETF","AVLV",0.1505871363536,0.0061976202242368
16486,"Novartis AG Sponsored ADR","NVS",0.0009203997369904016,102,"Avantis International Equity ETF","AVDE",0.10912905786389,0.0084340482269934
1180,"Public Storage","PSA",0.0009186255042904767,112,"Avantis Real Estate ETF","AVRE",0.029986611448654,0.030634521871984
1454,"American International Group, Inc.","AIG",0.0009173876180698652,110,"Avantis U.S. Large Cap Value ETF","AVLV",0.1505871363536,0.006092071609063
1334,"PACCAR Inc","PCAR",0.0009146756633534758,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0021383318280672
1386,"Corning Inc","GLW",0.0009036017084230959,110,"Avantis U.S. Large Cap Value ETF","AVLV",0.1505871363536,0.0060005238847315
16487,"BP p.l.c. Sponsored ADR","BP",0.0009022513421825077,102,"Avantis International Equity ETF","AVDE",0.10912905786389,0.0082677460966247
1403,"LyondellBasell Industries NV","LYB",0.0008984507133327147,110,"Avantis U.S. Large Cap Value ETF","AVLV",0.1505871363536,0.0059663178083354
1412,"Ulta Beauty Inc.","ULTA",0.0008936183929888519,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0020891040709103
1293,"Chipotle Mexican Grill, Inc.","CMG",0.0008893300495982356,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0020790787673746
1146,"BlackRock, Inc.","BLK",0.0008867156169830265,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0020729667380538
1454,"American International Group, Inc.","AIG",0.0008857640198887884,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.002070742091181
1249,"Advanced Micro Devices, Inc.","AMD",0.000884868064055187,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0020686475226336
1257,"Raytheon Technologies Corporation","RTX",0.0008806892323371952,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0020588782358528
1209,"Kroger Co.","KR",0.0008756800055664243,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0020471676487375
1128,"Thermo Fisher Scientific Inc.","TMO",0.0008690606845576515,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0020316929779221
1344,"Newmont Corporation","NEM",0.0008682032680978085,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0020296885068517
1268,"Chubb Limited","CB",0.0008626076583816082,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0020166070717234
1158,"Diamondback Energy, Inc.","FANG",0.0008581861831329278,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0020062705320842
1138,"McDonald's Corporation","MCD",0.0008574349973800084,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0020045144075161
1179,"Cisco Systems, Inc.","CSCO",0.0008516104511838121,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0019908977639184
1401,"ONEOK, Inc.","OKE",0.0008450740408042293,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0019756169218495
16488,"TotalEnergies SE Sponsored ADR","TOT",0.0008439754979118337,102,"Avantis International Equity ETF","AVDE",0.10912905786389,0.0077337375986923
30,"ASML Holding NV ADR","ASML",0.000830875513923615,102,"Avantis International Equity ETF","AVDE",0.10912905786389,0.0076136963901944
1382,"W.W. Grainger, Inc.","GWW",0.0008292051168620224,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0019385184983292
1369,"Tractor Supply Company","TSCO",0.0008068526313085472,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0018862627827675
1200,"Capital One Financial Corp","COF",0.0008014739271556598,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0018736884301913
16493,"GSK plc Sponsored ADR","GSK",0.0008000729523671194,109,"Avantis International Large Cap Value ETF","AVIV",0.055008107886978,0.0145446368381
1277,"Discover Financial Services","DFS",0.0007999104038993429,118,"Avantis U.S. Equity ETF","AVUS",0.42775197532379,0.0018700332202881
1259,"Vertex Pharmaceuticals Incorporated","VRTX",0.0007945241429806181,110,"Avantis U.S. Large Cap Value ETF","AVLV",0.1505871363536,0.0052761753906719
1183,"Citigroup Inc.","C",0.0007897147637842593,110,"Avantis U.S. Large Cap Value ETF","AVLV",0.1505871363536,0.0052442378738772
1478,"Realty Income Corporation","O",0.0007889173988022963,112,"Avantis Real Estate ETF","AVRE",0.029986611448654,0.026308987934604
1358,"T. Rowe Price Group","TROW",0.0007832721640658754,110,"Avantis U.S. Large Cap Value ETF","AVLV",0.1505871363536,0.0052014546729054
